Symbol,NSE Symbol,Company Name,ISIN,SERIES
WESTLIFE.NS,WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,EQ
WEWORK.NS,WEWORK,WeWork India Management Limited,INE085001019,EQ
WHEELS.NS,WHEELS,Wheels India Limited,INE715A01015,EQ
WHIRLPOOL.NS,WHIRLPOOL,Whirlpool of India Limited,INE716A01013,EQ
WILLAMAGOR.NS,WILLAMAGOR,Williamson Magor & Company Limited,INE210A01017,EQ
WINDLAS.NS,WINDLAS,Windlas Biotech Limited,INE0H5O01029,EQ
WINDMACHIN.NS,WINDMACHIN,Windsor Machines Limited,INE052A01021,EQ
WIPL.NS,WIPL,The Western India Plywoods Limited,INE215F01023,EQ
WIPRO.NS,WIPRO,Wipro Limited,INE075A01022,EQ
WOCKPHARMA.NS,WOCKPHARMA,Wockhardt Limited,INE049B01025,EQ
WONDERLA.NS,WONDERLA,Wonderla Holidays Limited,INE066O01014,EQ
WORTHPERI.NS,WORTHPERI,Worth Peripherals Limited,INE196Y01018,EQ
WPIL.NS,WPIL,WPIL Limited,INE765D01022,EQ
WSI.NS,WSI,W S Industries (I) Limited,INE100D01014,EQ
WSTCSTPAPR.NS,WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,EQ
XCHANGING.NS,XCHANGING,Xchanging Solutions Limited,INE692G01013,EQ
XELPMOC.NS,XELPMOC,Xelpmoc Design And Tech Limited,INE01P501012,EQ
XPROINDIA.NS,XPROINDIA,Xpro India Limited,INE445C01015,EQ
XTGLOBAL.NS,XTGLOBAL,Xtglobal Infotech Limited,INE547B01028,EQ
YASHO.NS,YASHO,Yasho Industries Limited,INE616Z01012,EQ
YATHARTH.NS,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,EQ
YATRA.NS,YATRA,Yatra Online Limited,INE0JR601024,EQ
YESBANK.NS,YESBANK,Yes Bank Limited,INE528G01035,EQ
YUKEN.NS,YUKEN,Yuken India Limited,INE384C01016,EQ
ZAGGLE.NS,ZAGGLE,Zaggle Prepaid Ocean Services Limited,INE07K301024,EQ
ZEEL.NS,ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,EQ
ZEEMEDIA.NS,ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,EQ
ZENITHEXPO.NS,ZENITHEXPO,Zenith Exports Limited,INE058B01018,EQ
ZENITHSTL.NS,ZENITHSTL,Zenith Steel Pipes & Industries Limited,INE318D01020,EQ
ZENSARTECH.NS,ZENSARTECH,Zensar Technologies Limited,INE520A01027,EQ
ZENTEC.NS,ZENTEC,Zen Technologies Limited,INE251B01027,EQ
ZFCVINDIA.NS,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,EQ
ZFSTEERING.NS,ZFSTEERING,ZF Steering Gear (India) Limited,INE116C01012,EQ
ZODIACLOTH.NS,ZODIACLOTH,Zodiac Clothing Company Limited,INE206B01013,EQ
ZOTA.NS,ZOTA,Zota Health Care LImited,INE358U01012,EQ
ZSARACOM.NS,ZSARACOM,Saraswati Commercial India Limited,INE967G01019,EQ
ZUARI.NS,ZUARI,Zuari Agro Chemicals Limited,INE840M01016,EQ
ZUARIIND.NS,ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,EQ
ZYDUSLIFE.NS,ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,EQ
ZYDUSWELL.NS,ZYDUSWELL,Zydus Wellness Limited,INE768C01028,EQ
