Symbol,NSE Symbol,Company Name,ISIN,SERIES
KNRCON.NS,KNRCON,KNR Constructions Limited,INE634I01029,EQ
KOHINOOR.NS,KOHINOOR,Kohinoor Foods Limited,INE080B01012,EQ
KOKUYOCMLN.NS,KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,EQ
KOLTEPATIL.NS,KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,EQ
KOTAKBANK.NS,KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01036,EQ
KOTARISUG.NS,KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,EQ
KOTHARIPET.NS,KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,EQ
KOTHARIPRO.NS,KOTHARIPRO,Kothari Products Limited,INE823A01017,EQ
KOTIC.NS,KOTIC,Kothari Industrial Corporation Limited,INE972A01020,EQ
KOVAI.NS,KOVAI,Kovai Medical Center & Hospital Limited,INE177F01017,EQ
KPEL.NS,KPEL,K.P. Energy Limited,INE127T01021,EQ
KPIGREEN.NS,KPIGREEN,KPI Green Energy Limited,INE542W01025,EQ
KPIL.NS,KPIL,Kalpataru Projects International Limited,INE220B01022,EQ
KPITTECH.NS,KPITTECH,KPIT Technologies Limited,INE04I401011,EQ
KPL.NS,KPL,Kwality Pharmaceuticals Limited,INE552U01010,EQ
KPRMILL.NS,KPRMILL,K.P.R. Mill Limited,INE930H01031,EQ
KRBL.NS,KRBL,KRBL Limited,INE001B01026,EQ
KREBSBIO.NS,KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,EQ
KRISHANA.NS,KRISHANA,Krishana Phoschem Limited,INE506W01020,EQ
KRISHIVAL.NS,KRISHIVAL,Krishival Foods Limited,INE0GGO01015,EQ
KRISHNADEF.NS,KRISHNADEF,Krishna Defence And Allied Industries Limited,INE0J5601015,EQ
KRITIKA.NS,KRITIKA,Kritika Wires Limited,INE00Z501029,EQ
KRONOX.NS,KRONOX,Kronox Lab Sciences Limited,INE0ATZ01017,EQ
KROSS.NS,KROSS,Kross Limited,INE0O6601022,EQ
KRSNAA.NS,KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,EQ
KRYSTAL.NS,KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,EQ
KSB.NS,KSB,Ksb Limited,INE999A01023,EQ
KSCL.NS,KSCL,Kaveri Seed Company Limited,INE455I01029,EQ
KSHINTL.NS,KSHINTL,KSH International Limited,INE987S01020,EQ
KSL.NS,KSL,Kalyani Steels Limited,INE907A01026,EQ
KSOLVES.NS,KSOLVES,Ksolves India Limited,INE0D6I01023,EQ
KSR.NS,KSR,KSR Footwear Limited,INE1SPP01016,EQ
KTKBANK.NS,KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ
KUANTUM.NS,KUANTUM,Kuantum Papers Limited,INE529I01021,EQ
KUSUMGAR.NS,KUSUMGAR,Kusumgar Limited,INE0ISX01025,EQ
KWIL.NS,KWIL,Kwality Wall's (India) Limited,INE2KCE01013,EQ
LAGNAM.NS,LAGNAM,Lagnam Spintex Limited,INE548Z01017,EQ
LAHOTIOV.NS,LAHOTIOV,Lahoti Overseas Limited,INE515C01023,EQ
LAL.NS,LAL,Lorenzini Apparels Limited,INE740X01023,EQ
LALPATHLAB.NS,LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ
LAMBODHARA.NS,LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ
LANCORHOL.NS,LANCORHOL,Lancor Holdings Limited,INE572G01025,EQ
LANDMARK.NS,LANDMARK,Landmark Cars Limited,INE559R01029,EQ
LANDSMILL.NS,LANDSMILL,Landsmill Green Limited,INE688J01023,EQ
LAOPALA.NS,LAOPALA,La Opala RG Limited,INE059D01020,EQ
LASA.NS,LASA,Lasa Supergenerics Limited,INE670X01014,EQ
LASERPOWER.NS,LASERPOWER,Laser Power & Infra Limited,INE17IR01028,EQ
LATENTVIEW.NS,LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ
LAURUSLABS.NS,LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ
LAXMICOT.NS,LAXMICOT,Laxmi Cotspin Limited,INE801V01019,EQ
LAXMIDENTL.NS,LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,EQ
LCCINFOTEC.NS,LCCINFOTEC,LCC Infotech Limited,INE938A01021,EQ
LEMERITE.NS,LEMERITE,Le Merite Exports Limited,INE0G1L01025,EQ
LEMONTREE.NS,LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ
LENSKART.NS,LENSKART,Lenskart Solutions Limited,INE956O01016,EQ
LEXUS.NS,LEXUS,Lexus Granito (India) Limited,INE500X01013,EQ
LFIC.NS,LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,EQ
LGBBROSLTD.NS,LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ
LGEINDIA.NS,LGEINDIA,LG Electronics India Limited,INE324D01010,EQ
LGHL.NS,LGHL,Laxmi Goldorna House Limited,INE258Y01016,EQ
LIBAS.NS,LIBAS,Libas Consumer Products Limited,INE908V01012,EQ
LIBERTSHOE.NS,LIBERTSHOE,Liberty Shoes Limited,INE557B01019,EQ
LICHSGFIN.NS,LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ
LICI.NS,LICI,Life Insurance Corporation Of India,INE0J1Y01017,EQ
LIKHITHA.NS,LIKHITHA,Likhitha Infrastructure Limited,INE060901027,EQ
LINC.NS,LINC,Linc Limited,INE802B01027,EQ
LINCOLN.NS,LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ
LINDEINDIA.NS,LINDEINDIA,Linde India Limited,INE473A01011,EQ
LLOYDSENGG.NS,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ
LLOYDSENT.NS,LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ
LLOYDSME.NS,LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ
LMW.NS,LMW,LMW Limited,INE269B01029,EQ
LODHA.NS,LODHA,Lodha Developers Limited,INE670K01029,EQ
LORDSCHLO.NS,LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,EQ
LOTUSDEV.NS,LOTUSDEV,Sri Lotus Developers and Realty Limited,INE0V9Q01010,EQ
LOTUSEYE.NS,LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,EQ
LOVABLE.NS,LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ
LOYALTEX.NS,LOYALTEX,Loyal Textile Mills Limited,INE970D01010,EQ
LPDC.NS,LPDC,Landmark Property Development Company Limited,INE197J01017,EQ
LT.NS,LT,Larsen & Toubro Limited,INE018A01030,EQ
LTF.NS,LTF,L&T Finance Limited,INE498L01015,EQ
LTFOODS.NS,LTFOODS,LT Foods Limited,INE818H01020,EQ
LTM.NS,LTM,LTM Limited,INE214T01019,EQ
LTTS.NS,LTTS,L&T Technology Services Limited,INE010V01017,EQ
LUMAXIND.NS,LUMAXIND,Lumax Industries Limited,INE162B01018,EQ
LUMAXTECH.NS,LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,EQ
LUPIN.NS,LUPIN,Lupin Limited,INE326A01037,EQ
LUXIND.NS,LUXIND,Lux Industries Limited,INE150G01020,EQ
LXCHEM.NS,LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ
M&M.NS,M&M,Mahindra & Mahindra Limited,INE101A01026,EQ
M&MFIN.NS,M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ
MAANALU.NS,MAANALU,Maan Aluminium Limited,INE215I01027,EQ
MACPOWER.NS,MACPOWER,Macpower CNC Machines Limited,INE155Z01011,EQ
MADHAV.NS,MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ
MADHAVIPL.NS,MADHAVIPL,Madhav Infra Projects Limited,INE631R01026,EQ
MADRASFERT.NS,MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ
MAFATIND.NS,MAFATIND,Mafatlal Industries Limited,INE270B01035,EQ
MAGADSUGAR.NS,MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ
MAGNUM.NS,MAGNUM,Magnum Ventures Limited,INE387I01016,EQ
MAHABANK.NS,MAHABANK,Bank of Maharashtra,INE457A01014,EQ
MAHAPEXLTD.NS,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,EQ
MAHASTEEL.NS,MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,EQ
MAHEPC.NS,MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,EQ
MAHLIFE.NS,MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ
MAHLOG.NS,MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ
MAHSCOOTER.NS,MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ
MAHSEAMLES.NS,MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ
MAITHANALL.NS,MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ
MAJESAUT.NS,MAJESAUT,Majestic Auto Limited,INE201B01022,EQ
MALLCOM.NS,MALLCOM,Mallcom (India) Limited,INE389C01015,EQ
MALUPAPER.NS,MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ
MAMATA.NS,MAMATA,Mamata Machinery Limited,INE0TO701015,EQ
MANAKALUCO.NS,MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ
MANAKCOAT.NS,MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ
MANAKSIA.NS,MANAKSIA,Manaksia Limited,INE015D01022,EQ
MANALIPETC.NS,MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ
MANAPPURAM.NS,MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ
MANBA.NS,MANBA,Manba Finance Limited,INE939X01013,EQ
MANCREDIT.NS,MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,EQ
MANGALAM.NS,MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ
MANGLMCEM.NS,MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ
MANINDS.NS,MANINDS,Man Industries (India) Limited,INE993A01026,EQ
MANINFRA.NS,MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ
MANKIND.NS,MANKIND,Mankind Pharma Limited,INE634S01028,EQ
MANOMAY.NS,MANOMAY,Manomay Tex India Limited,INE784W01015,EQ
MANORAMA.NS,MANORAMA,Manorama Industries Limited,INE00VM01036,EQ
MANYAVAR.NS,MANYAVAR,Vedant Fashions Limited,INE825V01034,EQ
MAPMYINDIA.NS,MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ
MARATHON.NS,MARATHON,Marathon Nextgen Realty Limited,INE182D01020,EQ
MARICO.NS,MARICO,Marico Limited,INE196A01026,EQ
MARINE.NS,MARINE,Marine Electricals (India) Limited,INE01JE01028,EQ
MARKOLINES.NS,MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,EQ
MARKSANS.NS,MARKSANS,Marksans Pharma Limited,INE750C01026,EQ
MARSONS.NS,MARSONS,Marsons Limited,INE415B01044,EQ
MARUTI.NS,MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ
MASFIN.NS,MASFIN,MAS Financial Services Limited,INE348L01012,EQ
MASTEK.NS,MASTEK,Mastek Limited,INE759A01021,EQ
MASTERTR.NS,MASTERTR,Master Trust Limited,INE677D01037,EQ
MATRIMONY.NS,MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ
MAXESTATES.NS,MAXESTATES,Max Estates Limited,INE03EI01018,EQ
MAXHEALTH.NS,MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ
MAXIND.NS,MAXIND,Max India Limited,INE0CG601016,EQ
MAYURUNIQ.NS,MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ
MAZDOCK.NS,MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ
MBAPL.NS,MBAPL,Madhya Bharat Agro Products Limited,INE900L01028,EQ
MBEL.NS,MBEL,M & B Engineering Limited,INE08N601015,EQ
MCCHRLS-B.NS,MCCHRLS-B,Mac Charles India Limited,INE435D01014,EQ
MCL.NS,MCL,M TEK COPPER LIMITED,INE813V01022,EQ
MCLOUD.NS,MCLOUD,Magellanic Cloud Limited,INE613C01026,EQ
MCX.NS,MCX,Multi Commodity Exchange of India Limited,INE745G01043,EQ
MEDANTA.NS,MEDANTA,Global Health Limited,INE474Q01031,EQ
MEDIASSIST.NS,MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,EQ
MEDICAMEQ.NS,MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,EQ
MEDICO.NS,MEDICO,Medico Remedies Limited,INE630Y01024,EQ
MEDPLUS.NS,MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ
MEESHO.NS,MEESHO,Meesho Limited,INE0VDM01015,EQ
MEGASTAR.NS,MEGASTAR,Megastar Foods Limited,INE00EM01016,EQ
MENNPIS.NS,MENNPIS,Menon Pistons Limited,INE650G01029,EQ
MERCANTILE.NS,MERCANTILE,Mercantile Ventures Limited,INE689O01013,EQ
METROBRAND.NS,METROBRAND,Metro Brands Limited,INE317I01021,EQ
METROGLOBL.NS,METROGLOBL,Metroglobal Limited,INE085D01033,EQ
METROPOLIS.NS,METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ
MFML.NS,MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,EQ
MFSL.NS,MFSL,Max Financial Services Limited,INE180A01020,EQ
MGL.NS,MGL,Mahanagar Gas Limited,INE002S01010,EQ
MHLXMIRU.NS,MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,EQ
MHRIL.NS,MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ
MIDHANI.NS,MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ
MIDWESTLTD.NS,MIDWESTLTD,Midwest Limited,INE0XAD01024,EQ
MINDACORP.NS,MINDACORP,Minda Corporation Limited,INE842C01021,EQ
MINDTECK.NS,MINDTECK,Mindteck (India) Limited,INE110B01017,EQ
MIRZAINT.NS,MIRZAINT,Mirza International Limited,INE771A01026,EQ
MITTAL.NS,MITTAL,Mittal Life Style Limited,INE997Y01027,EQ
MKPL.NS,MKPL,M K Proteins Limited,INE964W01021,EQ
MMFL.NS,MMFL,MM Forgings Limited,INE227C01017,EQ
MMP.NS,MMP,MMP Industries Limited,INE511Y01018,EQ
MMTC.NS,MMTC,MMTC Limited,INE123F01029,EQ
MOBIKWIK.NS,MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,EQ
MODIRUBBER.NS,MODIRUBBER,Modi Rubber Limited,INE832A01018,EQ
MODIS.NS,MODIS,Modis Navnirman Limited,INE0L0L01012,EQ
MODTHREAD.NS,MODTHREAD,Modern Threads (India) Limited,INE794W01014,EQ
MOHITIND.NS,MOHITIND,Mohit Industries Limited,INE954E01012,EQ
MOIL.NS,MOIL,MOIL Limited,INE490G01020,EQ
MOKSH.NS,MOKSH,Moksh Ornaments Limited,INE514Y01020,EQ
MOL.NS,MOL,Meghmani Organics Limited,INE0CT101020,EQ
MOLDTECH.NS,MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,EQ
MOLDTKPAC.NS,MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ
MONARCH.NS,MONARCH,Monarch Networth Capital Limited,INE903D01011,EQ
MONEYBOXX.NS,MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,EQ
MONTECARLO.NS,MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ
MOREPENLAB.NS,MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ
MOSCHIP.NS,MOSCHIP,Moschip Technologies Limited,INE935B01025,EQ
MOTHERSON.NS,MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ
MOTILALOFS.NS,MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ
MOTISONS.NS,MOTISONS,Motisons Jewellers Limited,INE0FRK01020,EQ
MPHASIS.NS,MPHASIS,MphasiS Limited,INE356A01018,EQ
MPSLTD.NS,MPSLTD,MPS Limited,INE943D01017,EQ
MRF.NS,MRF,MRF Limited,INE883A01011,EQ
MRPL.NS,MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ
MSPL.NS,MSPL,MSP Steel & Power Limited,INE752G01015,EQ
MSTCLTD.NS,MSTCLTD,Mstc Limited,INE255X01014,EQ
MSUMI.NS,MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ
MTNL.NS,MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ
MUFIN.NS,MUFIN,Mufin Green Finance Limited,INE08KJ01020,EQ
MUFTI.NS,MUFTI,Credo Brands Marketing Limited,INE220Q01020,EQ
MUKANDLTD.NS,MUKANDLTD,Mukand Limited,INE304A01026,EQ
MUKKA.NS,MUKKA,Mukka Proteins Limited,INE0CG401037,EQ
MUNJALAU.NS,MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ
MUNJALSHOW.NS,MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ
MURUDCERA.NS,MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ
MUTHOOTCAP.NS,MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ
MUTHOOTFIN.NS,MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ
MUTHOOTMF.NS,MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,EQ
MVGJL.NS,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,EQ
MWL.NS,MWL,Mangalam Worldwide Limited,INE0JYY01029,EQ
NACLIND.NS,NACLIND,NACL Industries Limited,INE295D01020,EQ
NAGREEKEXP.NS,NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,EQ
NAHARCAP.NS,NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,EQ
NAHARINDUS.NS,NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,EQ
NAHARPOLY.NS,NAHARPOLY,Nahar Poly Films Limited,INE308A01027,EQ
NAM-INDIA.NS,NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ
NARMADA.NS,NARMADA,Narmada Agrobase Limited,INE117Z01011,EQ
NATCAPSUQ.NS,NATCAPSUQ,Natural Capsules Limited,INE936B01015,EQ
NATCOPHARM.NS,NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ
NATHBIOGEN.NS,NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,EQ
NATIONALUM.NS,NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ
NATIONSTD.NS,NATIONSTD,National Standard (India) Limited,INE166R01015,EQ
NAUKRI.NS,NAUKRI,Info Edge (India) Limited,INE663F01032,EQ
NAVA.NS,NAVA,NAVA LIMITED,INE725A01030,EQ
NAVINFLUOR.NS,NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ
NAVKARCORP.NS,NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ
NAVNETEDUL.NS,NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ
NAZARA.NS,NAZARA,Nazara Technologies Limited,INE418L01047,EQ
NBCC.NS,NBCC,NBCC (India) Limited,INE095N01031,EQ
NBIFIN.NS,NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ
NCC.NS,NCC,NCC Limited,INE868B01028,EQ
NCLIND.NS,NCLIND,NCL Industries Limited,INE732C01016,EQ
NDGL.NS,NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ
NDL.NS,NDL,Nandan Denim Limited,INE875G01048,EQ
NDLVENTURE.NS,NDLVENTURE,NDL Ventures Limited,INE353A01023,EQ
NDRAUTO.NS,NDRAUTO,Ndr Auto Components Limited,INE07OG01012,EQ
NDTV.NS,NDTV,New Delhi Television Limited,INE155G01029,EQ
NEAGI.NS,NEAGI,Neelamalai Agro Industries Limited,INE605D01012,EQ
NELCAST.NS,NELCAST,Nelcast Limited,INE189I01024,EQ
NELCO.NS,NELCO,NELCO Limited,INE045B01015,EQ
NEOGEN.NS,NEOGEN,Neogen Chemicals Limited,INE136S01016,EQ
NEPHROPLUS.NS,NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,EQ
NESCO.NS,NESCO,Nesco Limited,INE317F01035,EQ
NESTLEIND.NS,NESTLEIND,Nestle India Limited,INE239A01024,EQ
NETWEB.NS,NETWEB,Netweb Technologies India Limited,INE0NT901020,EQ
NETWORK18.NS,NETWORK18,Network18 Media & Investments Limited,INE870H01013,EQ
NEULANDLAB.NS,NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ
NEWGEN.NS,NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ
NEXTMEDIA.NS,NEXTMEDIA,Next Mediaworks Limited,INE747B01016,EQ
NFL.NS,NFL,National Fertilizers Limited,INE870D01012,EQ
NGLFINE.NS,NGLFINE,NGL Fine-Chem Limited,INE887E01022,EQ
NH.NS,NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ
NHPC.NS,NHPC,NHPC Limited,INE848E01016,EQ
NIACL.NS,NIACL,The New India Assurance Company Limited,INE470Y01017,EQ
NIBE.NS,NIBE,NIBE Limited,INE149O01018,EQ
NIBL.NS,NIBL,NRB Industrial Bearings Limited,INE047O01014,EQ
NIITLTD.NS,NIITLTD,NIIT Limited,INE161A01038,EQ
NIITMTS.NS,NIITMTS,NIIT Learning Systems Limited,INE342G01023,EQ
NILAINFRA.NS,NILAINFRA,Nila Infrastructures Limited,INE937C01029,EQ
NILASPACES.NS,NILASPACES,Nila Spaces Limited,INE00S901012,EQ
NILE.NS,NILE,Nile Limited,INE445D01013,EQ
NILKAMAL.NS,NILKAMAL,Nilkamal Limited,INE310A01015,EQ
NIPPOBATRY.NS,NIPPOBATRY,Indo-National Limited,INE567A01028,EQ
NIRAJISPAT.NS,NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,EQ
NIRLON.NS,NIRLON,Nirlon Limited,INE910A01012,EQ
NITCO.NS,NITCO,Nitco Limited,INE858F01012,EQ
NITINSPIN.NS,NITINSPIN,Nitin Spinners Limited,INE229H01012,EQ
NITIRAJ.NS,NITIRAJ,Nitiraj Engineers Limited,INE439T01012,EQ
NITTAGELA.NS,NITTAGELA,Nitta Gelatin India Limited,INE265B01019,EQ
NIVABUPA.NS,NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,EQ
NKIND.NS,NKIND,NK Industries Limited,INE542C01019,EQ
NLCINDIA.NS,NLCINDIA,NLC India Limited,INE589A01014,EQ
NMDC.NS,NMDC,NMDC Limited,INE584A01023,EQ
NOCIL.NS,NOCIL,NOCIL Limited,INE163A01018,EQ
NORBTEAEXP.NS,NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,EQ
NORTHARC.NS,NORTHARC,Northern Arc Capital Limited,INE850M01015,EQ
NOVARTIND.NS,NOVARTIND,Novartis India Limited,INE234A01025,EQ
NPST.NS,NPST,Network People Services Technologies Limited,INE0FFK01017,EQ
NRAIL.NS,NRAIL,N R Agarwal Industries Limited,INE740D01017,EQ
NRBBEARING.NS,NRBBEARING,NRB Bearing Limited,INE349A01021,EQ
NSIL.NS,NSIL,Nalwa Sons Investments Limited,INE023A01030,EQ
NSLNISP.NS,NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ
NTPC.NS,NTPC,NTPC Limited,INE733E01010,EQ
NTPCGREEN.NS,NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,EQ
NUCLEUS.NS,NUCLEUS,Nucleus Software Exports Limited,INE096B01018,EQ
NURECA.NS,NURECA,Nureca Limited,INE0DSF01015,EQ
NUVAMA.NS,NUVAMA,Nuvama Wealth Management Limited,INE531F01023,EQ
NUVOCO.NS,NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ
NYKAA.NS,NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ
OAL.NS,OAL,Oriental Aromatics Limited,INE959C01023,EQ
OBCL.NS,OBCL,OBCL Limited,INE426Z01016,EQ
OBEROIRLTY.NS,OBEROIRLTY,Oberoi Realty Limited,INE093I01010,EQ
OFSS.NS,OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ
OIL.NS,OIL,Oil India Limited,INE274J01014,EQ
OLAELEC.NS,OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ
OLECTRA.NS,OLECTRA,Olectra Greentech Limited,INE260D01016,EQ
OMAXE.NS,OMAXE,Omaxe Limited,INE800H01010,EQ
OMINFRAL.NS,OMINFRAL,OM INFRA LIMITED,INE239D01028,EQ
OMNI.NS,OMNI,Omnitech Engineering Limited,INE0UH301010,EQ
OMPOWER.NS,OMPOWER,Om Power Transmission Limited,INE25E901019,EQ
ONEPOINT.NS,ONEPOINT,One Point One Solutions Limited,INE840Y01029,EQ
ONESOURCE.NS,ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ
ONGC.NS,ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,EQ
ONWARDTEC.NS,ONWARDTEC,Onward Technologies Limited,INE229A01017,EQ
OPTIEMUS.NS,OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ
ORCHASP.NS,ORCHASP,Orchasp Limited,INE215B01022,EQ
ORCHPHARMA.NS,ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ
ORICONENT.NS,ORICONENT,Oricon Enterprises Limited,INE730A01022,EQ
ORIENTALTL.NS,ORIENTALTL,Oriental Trimex Limited,INE998H01012,EQ
ORIENTBELL.NS,ORIENTBELL,Orient Bell Limited,INE607D01018,EQ
ORIENTCEM.NS,ORIENTCEM,Orient Cement Limited,INE876N01018,EQ
ORIENTCER.NS,ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,EQ
ORIENTELEC.NS,ORIENTELEC,Orient Electric Limited,INE142Z01019,EQ
ORIENTHOT.NS,ORIENTHOT,Oriental Hotels Limited,INE750A01020,EQ
ORIENTLTD.NS,ORIENTLTD,Orient Press Limited,INE609C01024,EQ
ORIENTPPR.NS,ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,EQ
ORIENTTECH.NS,ORIENTTECH,Orient Technologies Limited,INE0PPK01015,EQ
ORISSAMINE.NS,ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,EQ
ORKLAINDIA.NS,ORKLAINDIA,Orkla India Limited,INE16NZ01023,EQ
OSWALGREEN.NS,OSWALGREEN,Oswal Greentech Limited,INE143A01010,EQ
OSWALPUMPS.NS,OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,EQ
OSWALSEEDS.NS,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,EQ
PACEDIGITK.NS,PACEDIGITK,Pace Digitek Limited,INE0S3G01027,EQ
PAGEIND.NS,PAGEIND,Page Industries Limited,INE761H01022,EQ
PAISALO.NS,PAISALO,Paisalo Digital Limited,INE420C01059,EQ
PAKKA.NS,PAKKA,PAKKA LIMITED,INE551D01018,EQ
PALASHSECU.NS,PALASHSECU,Palash Securities Limited,INE471W01019,EQ
PANACEABIO.NS,PANACEABIO,Panacea Biotec Limited,INE922B01023,EQ
PANAMAPET.NS,PANAMAPET,Panama Petrochem Limited,INE305C01029,EQ
PANSARI.NS,PANSARI,Pansari Developers Limited,INE697V01011,EQ
PAR.NS,PAR,Par Drugs And Chemicals Limited,INE04LG01015,EQ
PARACABLES.NS,PARACABLES,Paramount Communications Limited,INE074B01023,EQ
